 -80.0      80.0       0.0     270.0      90.0     160.0      2  4  0
19780906060000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
     2.000     2.000     2.000     2.000
     2.000     2.000     2.000     2.000
19780906120000
     1.000     1.000     1.000     1.000
     1.000     1.000     1.000     1.000
     2.000     2.000     2.000     2.000
     2.000     2.000     2.000     2.000
19780906180000
     2.000     2.000     2.000     2.000
     2.000     2.000     2.000     2.000
     2.000     2.000     2.000     2.000
     2.000     2.000     2.000     2.000
19780907000000
     2.000     2.000     2.000     2.000
     2.000     2.000     2.000     2.000
     1.000     1.000     1.000     1.000
     1.000     1.000     1.000     1.000
19780907060000
     2.000     2.000     2.000     2.000
     2.000     2.000     2.000     2.000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
19780907120000
     2.000     2.000     2.000     2.000
     2.000     2.000     2.000     2.000
    -1.000    -1.000    -1.000    -1.000
    -1.000    -1.000    -1.000    -1.000
19780907180000
     2.000     2.000     2.000     2.000
     2.000     2.000     2.000     2.000
    -2.000    -2.000    -2.000    -2.000
    -2.000    -2.000    -2.000    -2.000
19780908000000
     1.000     1.000     1.000     1.000
     1.000     1.000     1.000     1.000
    -2.000    -2.000    -2.000    -2.000
    -2.000    -2.000    -2.000    -2.000
19780908060000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    -2.000    -2.000    -2.000    -2.000
    -2.000    -2.000    -2.000    -2.000
19780908120000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    -2.000    -2.000    -2.000    -2.000
    -2.000    -2.000    -2.000    -2.000
19780908180000
     0.000     0.000     0.000     0.000
     0.000     0.000     0.000     0.000
    -2.000    -2.000    -2.000    -2.000
    -2.000    -2.000    -2.000    -2.000
