 -80.0      80.0       0.0     270.0      90.0     160.0      2  4  0
19780906060000
   -90.000   -90.000   -90.000   -90.000
    90.000    90.000    90.000    90.000
19780906120000
    30.000    30.000    30.000    30.000
    30.000    30.000    30.000    30.000
19780906180000
    90.000    90.000    90.000    90.000
   -90.000   -90.000   -90.000   -90.000
19780907000000
    30.000    30.000    30.000    30.000
    30.000    30.000    30.000    30.000
19780907060000
   -90.000   -90.000   -90.000   -90.000
    90.000    90.000    90.000    90.000
19780907120000
    30.000    30.000    30.000    30.000
    30.000    30.000    30.000    30.000
19780907180000
    90.000    90.000    90.000    90.000
   -90.000   -90.000   -90.000   -90.000
19780908000000
    30.000    30.000    30.000    30.000
    30.000    30.000    30.000    30.000
19780908060000
   -90.000   -90.000   -90.000   -90.000
    90.000    90.000    90.000    90.000
19780908120000
    30.000    30.000    30.000    30.000
    30.000    30.000    30.000    30.000
19780908180000
    90.000    90.000    90.000    90.000
   -90.000   -90.000   -90.000   -90.000
